Category,ResourceId,ResourceName,ResourceGroupName,CostUSD_T4_2024,CostUSD_T5_2024
API Management,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.apimanagement/service/sgr-apimgmt,sgr-apimgmt,sgr-management,47.376,48.9552
API Management,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.apimanagement/service/sgr-apimgmt-prd,sgr-apimgmt-prd,sgr-management,2756.88,2848.776
API Management,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.apimanagement/service/sgr-apimgmt-dev,sgr-apimgmt-dev,sunworld-dev,47.376,48.9552
Application Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/applicationgateways/application-gateway,application-gateway,sap-prd,445.187604313374,456.744455678453
Application Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/applicationgateways/internal_application_gateway,internal_application_gateway,sap-prd,203.5038606707996,210.3521602129344
Application Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/internal_app_gateway2,internal_app_gateway2,sgr-management,,169.1485279661017
Application Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/internal_application_gateway2,internal_application_gateway2,sgr-management,46.47236532161742,
Application Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/applicationgateways/sgr-applicationgateway,sgr-applicationgateway,sgr-management,440.64,456.051039400472
Azure Active Directory for External Identities,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.azureactivedirectory/b2cdirectories/sunworldb2cdev.onmicrosoft.com,sunworldb2cdev.onmicrosoft.com,sunworld-dev,0.00325,
Azure Active Directory for External Identities,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.azureactivedirectory/b2cdirectories/sunworldid.onmicrosoft.com,sunworldid.onmicrosoft.com,sunworld-prd,0.00325,0.00325
Azure Analysis Services,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.analysisservices/servers/aassgrdwh,aassgrdwh,rg-dwh-prod,583.2,602.64
Azure Analysis Services,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.analysisservices/servers/aassgrprd,aassgrprd,rg-dwh-prod,582.99569289,602.43769197
Azure App Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.web/sites/miscleansftp,miscleansftp,rg-dwh-prod,,0.0
Azure Cosmos DB,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_staging/providers/microsoft.documentdb/databaseaccounts/mysgr-cosmosdb-staging,mysgr-cosmosdb-staging,mysgr_staging,0.0,0.0
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.network/privatednszones/privatelink.mariadb.database.azure.com,privatelink.mariadb.database.azure.com,ecommerce-dev,1.022282567741936,1.023756
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.network/privatednszones/41c721af-43b6-4342-88f6-96c0b11a34dd.privatelink.southeastasia.azmk8s.io,41c721af-43b6-4342-88f6-96c0b11a34dd.privatelink.southeastasia.azmk8s.io,mc_ecommerce-prd_prd-ecommerce_southeastasia,0.530330167741936,0.5553776
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.network/privatednszones/a1245898-c18e-45fc-ada6-1b4f26b904d6.privatelink.southeastasia.azmk8s.io,a1245898-c18e-45fc-ada6-1b4f26b904d6.privatelink.southeastasia.azmk8s.io,mc_elearning-prod_elearning-prod_southeastasia,0.524268167741936,0.5383908
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.network/dnszones/b19e2f05cad847348a1e.southeastasia.aksapp.io,b19e2f05cad847348a1e.southeastasia.aksapp.io,mc_mysgr_dev_mysgr-dev_southeastasia,0.487728567741936,0.5039116
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.network/privatednszones/privatelink.azurecr.io,privatelink.azurecr.io,mc_mysgr_dev_mysgr-dev_southeastasia,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.network/privatednszones/f39d7471-6c13-4b37-b26f-833091813519.privatelink.southeastasia.azmk8s.io,f39d7471-6c13-4b37-b26f-833091813519.privatelink.southeastasia.azmk8s.io,mc_mysgr_prd_mysgr-prod-premium_southeastasia,0.557676167741936,0.5791615999999999
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-production_southeastasia/providers/microsoft.network/privatednszones/9ccd6e22-abf0-403b-9a0b-c5e91178c47c.privatelink.southeastasia.azmk8s.io,9ccd6e22-abf0-403b-9a0b-c5e91178c47c.privatelink.southeastasia.azmk8s.io,mc_mysgr_prd_mysgr-production_southeastasia,0.521424567741936,0.5361296
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_staging_mysgr-staging_southeastasia/providers/microsoft.network/privatednszones/8008fa93-3623-47ce-8f1e-0f9c51129d0a.privatelink.southeastasia.azmk8s.io,8008fa93-3623-47ce-8f1e-0f9c51129d0a.privatelink.southeastasia.azmk8s.io,mc_mysgr_staging_mysgr-staging_southeastasia,0.519209367741936,0.536806
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_sunworld-dev_sunworld-dev_southeastasia/providers/microsoft.network/privatednszones/4405b5f0-1d97-4b22-aaea-c447dafbf850.privatelink.southeastasia.azmk8s.io,4405b5f0-1d97-4b22-aaea-c447dafbf850.privatelink.southeastasia.azmk8s.io,mc_sunworld-dev_sunworld-dev_southeastasia,0.535989767741936,0.5543108
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_sunworld-prd_sunworld-prod_southeastasia/providers/microsoft.network/privatednszones/ba5ff1b3-7a94-4065-a1bd-657f1c450324.privatelink.southeastasia.azmk8s.io,ba5ff1b3-7a94-4065-a1bd-657f1c450324.privatelink.southeastasia.azmk8s.io,mc_sunworld-prd_sunworld-prod_southeastasia,0.527804567741936,0.54661
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/mysgr-stg-db.private.postgres.database.azure.com,mysgr-stg-db.private.postgres.database.azure.com,sap-dev,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/prd-mysql-paperless.private.mysql.database.azure.com,prd-mysql-paperless.private.mysql.database.azure.com,sap-dev,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.blob.core.windows.net,privatelink.blob.core.windows.net,sap-dev,0.484475367741936,0.503794
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.file.core.windows.net,privatelink.file.core.windows.net,sap-dev,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.mysql.database.azure.com,privatelink.mysql.database.azure.com,sap-dev,0.706632967741936,0.7709328
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.postgres.database.azure.com,privatelink.postgres.database.azure.com,sap-dev,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.redis.cache.windows.net,privatelink.redis.cache.windows.net,sap-dev,1.792606167741936,1.851344
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/privatednszones/privatelink.servicebus.windows.net,privatelink.servicebus.windows.net,sap-dev,0.483870967741936,0.5
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.network/privatednszones/privatelink.file.core.windows.net,privatelink.file.core.windows.net,sap-prd,0.559676967741936,0.56095
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/privatednszones/its-solution.vn,its-solution.vn,sgr-management,0.494095767741936,0.5117036
Azure DNS,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-management/providers/microsoft.network/privatednszones/sunworld.vn,sunworld.vn,sgr-management,0.491911367741936,0.5541032
Azure Data Factory v2,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.datafactory/factories/adf-sgr-prd,adf-sgr-prd,rg-dwh-prod,700.4500550000007,779.7839493020883
Azure Data Factory v2,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/rg-dwh-prod/providers/microsoft.datafactory/factories/adfsgrdwh,adfsgrdwh,rg-dwh-prod,2.049066666666667,45.04366916666667
Azure Database for MariaDB,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.dbformariadb/servers/dev-mariadb-ecommerce,dev-mariadb-ecommerce,ecommerce-dev,406.070923483871,419.631888
Azure Database for MariaDB,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.dbformariadb/servers/prd-mariadb-ecommerce,prd-mariadb-ecommerce,ecommerce-prd,386.6543636774193,399.4896
Azure Database for MySQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_dev/providers/microsoft.dbformysql/flexibleservers/dev-mysql-paperless,dev-mysql-paperless,mysgr_dev,193.378064516129,199.824
Azure Database for MySQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.dbformysql/servers/prd-mysql-paperless,prd-mysql-paperless,mysgr_prd,386.6272907096774,399.4896
Azure Database for MySQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.dbformysql/flexibleservers/dev-mysql-sunworld,dev-mysql-sunworld,sunworld-dev,868.5638049946206,1436.112138446565
Azure Database for MySQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.dbformysql/flexibleservers/prd-mysql-sunworld,prd-mysql-sunworld,sunworld-prd,1377.195368506452,1426.5281923
Azure Database for PostgreSQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_dev/providers/microsoft.dbforpostgresql/servers/dev-mysgr-db,dev-mysgr-db,mysgr_dev,774.9350196741766,802.180169181502
Azure Database for PostgreSQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.dbforpostgresql/flexibleservers/mysgr-prod-premium-db,mysgr-prod-premium-db,mysgr_prd,740.001935483871,766.9110967741935
Azure Database for PostgreSQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.dbforpostgresql/servers/mysgr-prd-db,mysgr-prd-db,mysgr_prd,1559.779298387097,1611.7584
Azure Database for PostgreSQL,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_staging/providers/microsoft.dbforpostgresql/flexibleservers/mysgr-stg-db,mysgr-stg-db,mysgr_staging,382.8709677419355,396.7935483870968
Azure DevOps,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/providers/microsoft.visualstudio/organizations/sun-group,sun-group,subscriptions,574.4516129032262,631.064516129032
Azure Firewall,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/azurefirewalls/azure-firewall,azure-firewall,sap-dev,1842.342350604594,2002.54473384282
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.containerservice/managedclusters/dev-ecommerce,dev-ecommerce,ecommerce-dev,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.containerservice/managedclusters/prd-ecommerce,prd-ecommerce,ecommerce-prd,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.containerservice/managedclusters/elearning-prod,elearning-prod,elearning-prod,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-staging/providers/microsoft.containerservice/managedclusters/elearning-staging,elearning-staging,elearning-staging,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.containerservice/managedclusters/mysgr-prod-premium,mysgr-prod-premium,mysgr_prd,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_staging/providers/microsoft.containerservice/managedclusters/mysgr-staging,mysgr-staging,mysgr_staging,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.containerservice/managedclusters/sunworld-dev,sunworld-dev,sunworld-dev,71.997143369002,74.4006490262765
Azure Kubernetes Service,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-prd/providers/microsoft.containerservice/managedclusters/sunworld-prod,sunworld-prod,sunworld-prd,71.997143369002,74.4006490262765
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/alert_db_prd_ecommerce_mariadb_cpu,alert_db_prd_ecommerce_mariadb_cpu,ecommerce-prd,0.096505376344086,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/alert_db_prd_ecommerce_mariadb_memory,alert_db_prd_ecommerce_mariadb_memory,ecommerce-prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/connection fail,connection fail,ecommerce-prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/node cpu average,node cpu average,ecommerce-prd,0.096505376344086,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/node disk average,node disk average,ecommerce-prd,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/node memory average,node memory average,ecommerce-prd,0.0967741935483871,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-prd/providers/microsoft.insights/metricalerts/storage,storage,ecommerce-prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/available memory,available memory,elearning-prod,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/cpu,cpu,elearning-prod,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/disk,disk,elearning-prod,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/maximum cpu,maximum cpu,elearning-prod,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/memory,memory,elearning-prod,0.0967741935483871,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/percentage cpu,percentage cpu,elearning-prod,0.0967741935483871,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/server load,server load,elearning-prod,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.insights/metricalerts/used memory percentage,used memory percentage,elearning-prod,0.0967741935483871,0.0993279569892473
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/actiongroups/ptud-monitor,ptud-monitor,mysgr_prd,0.00532,0.0052
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/actiongroups/website not available,website not available,mysgr_prd,0.00032,0.00016
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_mysgr_postgrey_cpu,alert_db_mysgr_postgrey_cpu,mysgr_prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_mysgr_postgrey_memory,alert_db_mysgr_postgrey_memory,mysgr_prd,0.096505376344086,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_mysgr_prod_premium_postgrey_cpu,alert_db_mysgr_prod_premium_postgrey_cpu,mysgr_prd,0.096236559139785,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_mysgr_prod_premium_postgrey_memory,alert_db_mysgr_prod_premium_postgrey_memory,mysgr_prd,0.096505376344086,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_paperless_mysql_cpu,alert_db_paperless_mysql_cpu,mysgr_prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_db_paperless_mysql_memory,alert_db_paperless_mysql_memory,mysgr_prd,0.0966397849462366,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/alert_storage_postgreydb_mysgr,alert_storage_postgreydb_mysgr,mysgr_prd,0.096505376344086,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/api-sites-sungroup-com-vn-aks_app_insights,api-sites-sungroup-com-vn-aks_app_insights,mysgr_prd,0.193010752688172,0.209677419354839
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/b2b-sunworld-vn-aks_app_insights,b2b-sunworld-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/badenmountain-sunworld-vn-aks_app_insights,badenmountain-sunworld-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/banahills-sunworld-vn-aks_app_insights,banahills-sunworld-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.199596774193548
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/catba-sunworld-vn-aks_app_insights,catba-sunworld-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/connection fail,connection fail,mysgr_prd,0.0967741935483871,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/container cpu usage violates the configured threshold for mysgr-production ci-19,container cpu usage violates the configured threshold for mysgr-production ci-19,mysgr_prd,0.096236559139785,0.1
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/cpu,cpu,mysgr_prd,0.0967741935483871,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/diff-vn-aks_app_insights,diff-vn-aks_app_insights,mysgr_prd,0.217069892473118,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/disk,disk,mysgr_prd,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/fansipanlegend-sunworld-vn-aks_app_insights,fansipanlegend-sunworld-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/halong-sunworld-vn-aks_app_insights,halong-sunworld-vn-aks_app_insights,mysgr_prd,0.193010752688172,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/halongport-vn-aks_app_insights,halongport-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/hanhtrinhxanh-sungroup-com-vn-aks_app_insights,hanhtrinhxanh-sungroup-com-vn-aks_app_insights,mysgr_prd,0.193010752688172,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/khoanhkhac-sungroup-com-vn-aks_app_insights,khoanhkhac-sungroup-com-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/memory,memory,mysgr_prd,0.0966397849462366,0.0997311827956989
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/mysgr backend api-aks_app_insights,mysgr backend api-aks_app_insights,mysgr_prd,0.192876344086022,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/mysgr db prod connection fail,mysgr db prod connection fail,mysgr_prd,0.0967741935483871,0.0995967741935484
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/premiervillagehalongbayresort-com-aks_app_insights,premiervillagehalongbayresort-com-aks_app_insights,mysgr_prd,0.193548387096774,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/prod_mysql_paperless_storage,prod_mysql_paperless_storage,mysgr_prd,0.0967741935483871,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/serena-com-vn-aks_app_insights,serena-com-vn-aks_app_insights,mysgr_prd,0.193279569892473,0.199596774193548
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/storage,storage,mysgr_prd,0.0967741935483871,0.0998655913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sunair-vn-aks_app_insights,sunair-vn-aks_app_insights,mysgr_prd,0.202284946236559,0.2
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sungroup-com-vn-aks_app_insights,sungroup-com-vn-aks_app_insights,mysgr_prd,0.193413978494624,0.199731182795699
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sunhospitality-com-vn-aks_app_insights,sunhospitality-com-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.211155913978495
Azure Monitor,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mysgr_prd/providers/microsoft.insights/metricalerts/sunpropertygroup-vn-aks_app_insights,sunpropertygroup-vn-aks_app_insights,mysgr_prd,0.193548387096774,0.199731182795699
