Category,ResourceId,ResourceName,ResourceGroupName,CostUSD_T4_2024,CostUSD_T5_2024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.storage/storageaccounts/sungroupsa,sungroupsa,sap-prd,62.096729638,67.475962968
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.storage/storageaccounts/accstorageno1,accstorageno1,sgr-security,0.94906377,0.981257038
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr-security/providers/microsoft.storage/storageaccounts/storeaccsun01,storeaccsun01,sgr-security,758.5715953116,798.6625073628
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/data01_13623,data01_13623,sgr_dw_staging,19.27826272,19.2653062
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prd-selfhosted-ftp-13623_osdisk_1_33604ceded0244e38046c3b57cc86e92,prd-selfhosted-ftp-13623_osdisk_1_33604ceded0244e38046c3b57cc86e92,sgr_dw_staging,15.706218468,14.64126278
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prddwstaging_datadisk_0,prddwstaging_datadisk_0,sgr_dw_staging,135.1808136,135.161606784
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prddwstaging_datadisk_1,prddwstaging_datadisk_1,sgr_dw_staging,135.181037736,135.163697268
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prddwstaging_osdisk_1_b669864b65774bfdb3541d2359e9cfca,prddwstaging_osdisk_1_b669864b65774bfdb3541d2359e9cfca,sgr_dw_staging,20.26535112,20.349248364
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prdselfhosted-datadisk-000-20220920-092915,prdselfhosted-datadisk-000-20220920-092915,sgr_dw_staging,11.654117064,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prdselfhosted-osdisk-20220920-092915,prdselfhosted-osdisk-20220920-092915,sgr_dw_staging,13.141740776,
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prdselfhosted1367-datadisk-000-20240417-062901,prdselfhosted1367-datadisk-000-20240417-062901,sgr_dw_staging,8.806297,19.2701424
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sgr_dw_staging/providers/microsoft.compute/disks/prdselfhosted1367-osdisk-20240417-062901,prdselfhosted1367-osdisk-20240417-062901,sgr_dw_staging,9.1468936,19.3180876
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.compute/disks/dev-sun-samson_osdisk_1_f1727cb94e27452782b7393caebba341,dev-sun-samson_osdisk_1_f1727cb94e27452782b7393caebba341,sunworld-dev,3.69592065,19.70873856
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sunworld-dev/providers/microsoft.storage/storageaccounts/strsunworld,strsunworld,sunworld-dev,0.6566750044,1.306119427
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/2024_05_17_prd-sss-app02-disk-build-image-1.0.6,2024_05_17_prd-sss-app02-disk-build-image-1.0.6,swg_faceid,,2.62253376
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/data,data,swg_faceid,,26.56592580096
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/disk_2024_05_27_prd-sss-app02-disk-build-image-1.0.7,disk_2024_05_27_prd-sss-app02-disk-build-image-1.0.7,swg_faceid,,2.75498496
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/faceid-app_2eefc1e1_osdisk_1_61d912d824994a26b0027280bf29d41f,faceid-app_2eefc1e1_osdisk_1_61d912d824994a26b0027280bf29d41f,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/faceid-app_d5706f9e_osdisk_1_527b3132b9c44beb8cfe82e36dca8198,faceid-app_d5706f9e_osdisk_1_527b3132b9c44beb8cfe82e36dca8198,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-faceid-sync_datadisk_0,prd-faceid-sync_datadisk_0,swg_faceid,,6.79012992
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-faceid-sync_osdisk_1_9a57791ab31545f7aa8277afff913d5e,prd-faceid-sync_osdisk_1_9a57791ab31545f7aa8277afff913d5e,swg_faceid,,1.82782656
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app-temp_osdisk_1_f3fe328ce57c4edf9d82bfadc020adc6,prd-sss-app-temp_osdisk_1_f3fe328ce57c4edf9d82bfadc020adc6,swg_faceid,,14.49016128
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app01_osdisk_1_abe1cec628a34611b06b32e754d47116,prd-sss-app01_osdisk_1_abe1cec628a34611b06b32e754d47116,swg_faceid,,5.0331456
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02-disk-build-image-0.0.1,prd-sss-app02-disk-build-image-0.0.1,swg_faceid,,2.03974848
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02-disk-build-image-1-0-5,prd-sss-app02-disk-build-image-1-0-5,swg_faceid,,3.81459456
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02-disk-build-image-1.0.1,prd-sss-app02-disk-build-image-1.0.1,swg_faceid,,0.1324512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02-disk-build-image-1.0.2,prd-sss-app02-disk-build-image-1.0.2,swg_faceid,,0.55629504
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02-disk-build-image-1.0.4,prd-sss-app02-disk-build-image-1.0.4,swg_faceid,,0.15894144
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app02_osdisk_1_25760bf310514b7db6c80bd0cd5f7979,prd-sss-app02_osdisk_1_25760bf310514b7db6c80bd0cd5f7979,swg_faceid,,14.38420032
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app_prd-sss-app_0_osdisk_1_c477b50019ba4fc1bb9bd6651d1c8177,prd-sss-app_prd-sss-app_0_osdisk_1_c477b50019ba4fc1bb9bd6651d1c8177,swg_faceid,,1.27153152
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app_prd-sss-app_1_osdisk_1_d045cc893e204fc0a01b9cbc15f60137,prd-sss-app_prd-sss-app_1_osdisk_1_d045cc893e204fc0a01b9cbc15f60137,swg_faceid,,1.27153152
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-app_prd-sss-app_2_osdisk_1_38b8a1f6e2944556a6d93c6cfd1d4415,prd-sss-app_prd-sss-app_2_osdisk_1_38b8a1f6e2944556a6d93c6cfd1d4415,swg_faceid,,1.27153152
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceengine,prd-sss-faceengine,swg_faceid,,34.73791104
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceengine_osdisk_1,prd-sss-faceengine_osdisk_1,swg_faceid,,18.13635319104
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_29425209_osdisk_1_694f0f91cbda458f941962237d7f6fa1,prd-sss-faceid-vmss_29425209_osdisk_1_694f0f91cbda458f941962237d7f6fa1,swg_faceid,,3.76161408
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_2ac594f5_osdisk_1_ce402b0f4b654a0abc7ba2560105357a,prd-sss-faceid-vmss_2ac594f5_osdisk_1_ce402b0f4b654a0abc7ba2560105357a,swg_faceid,,0.50331456
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_3235995b_osdisk_1_0d0694f74e6d4b40bdc9644b44ae2555,prd-sss-faceid-vmss_3235995b_osdisk_1_0d0694f74e6d4b40bdc9644b44ae2555,swg_faceid,,2.75498496
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_4b835f3a_osdisk_1_f17a807b4bba4f019bf92ce3b7568059,prd-sss-faceid-vmss_4b835f3a_osdisk_1_f17a807b4bba4f019bf92ce3b7568059,swg_faceid,,0.50331456
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_81cf80d5_osdisk_1_a901d1aed84c4ee68ee211aafcdefe50,prd-sss-faceid-vmss_81cf80d5_osdisk_1_a901d1aed84c4ee68ee211aafcdefe50,swg_faceid,,3.76161408
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_985bf39a_osdisk_1_b24e2060ba1b445b9af31e67b656b708,prd-sss-faceid-vmss_985bf39a_osdisk_1_b24e2060ba1b445b9af31e67b656b708,swg_faceid,,0.1324512
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_9b51ae17_osdisk_1_a1f57f2cdcc04ce8940b7263e992d40c,prd-sss-faceid-vmss_9b51ae17_osdisk_1_a1f57f2cdcc04ce8940b7263e992d40c,swg_faceid,,4.00002624
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_9b7c75e1_osdisk_1_898bc7d6613044b4b1a168537705a2e1,prd-sss-faceid-vmss_9b7c75e1_osdisk_1_898bc7d6613044b4b1a168537705a2e1,swg_faceid,,4.00002624
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_b600a2b2_osdisk_1_0412f7e7eb494bffbc596802041ed904,prd-sss-faceid-vmss_b600a2b2_osdisk_1_0412f7e7eb494bffbc596802041ed904,swg_faceid,,2.75498496
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_d981d7fc_osdisk_1_9bb15c15192646b787abed890c35a3b2,prd-sss-faceid-vmss_d981d7fc_osdisk_1_9bb15c15192646b787abed890c35a3b2,swg_faceid,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-faceid-vmss_f2edb986_osdisk_1_d00f32bf5a394a0799f8aac3d92db8a4,prd-sss-faceid-vmss_f2edb986_osdisk_1_d00f32bf5a394a0799f8aac3d92db8a4,swg_faceid,,2.75498496
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-service01_datadisk_0,prd-sss-service01_datadisk_0,swg_faceid,,57.96212352
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/prd-sss-service01_osdisk_1_0e74cb28dcd94115af4ec57975b233bf,prd-sss-service01_osdisk_1_0e74cb28dcd94115af4ec57975b233bf,swg_faceid,,30.091019801472
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_0f2cc561_osdisk_1_4607bc8e29db4fd08755ba684c395a08,swg-faceid-vmss_0f2cc561_osdisk_1_4607bc8e29db4fd08755ba684c395a08,swg_faceid,,1.80133632
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_0f2cc561_osdisk_1_487b3654743f4cb9bd3884953283b12e,swg-faceid-vmss_0f2cc561_osdisk_1_487b3654743f4cb9bd3884953283b12e,swg_faceid,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_0f2cc561_osdisk_1_9761443e0e4743c8b9f50d272466b5a2,swg-faceid-vmss_0f2cc561_osdisk_1_9761443e0e4743c8b9f50d272466b5a2,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_0f2cc561_osdisk_1_c320d8b8aa6b4a01bfa162fd27b46682,swg-faceid-vmss_0f2cc561_osdisk_1_c320d8b8aa6b4a01bfa162fd27b46682,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_1c2afe04_osdisk_1_90675766da784b76b3f91978b676495a,swg-faceid-vmss_1c2afe04_osdisk_1_90675766da784b76b3f91978b676495a,swg_faceid,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_1c2afe04_osdisk_1_bf7e1fbc81a8421ea43471c4fb285953,swg-faceid-vmss_1c2afe04_osdisk_1_bf7e1fbc81a8421ea43471c4fb285953,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_1c2afe04_osdisk_1_c3370a66176b4f7f9d12f8d9834acb53,swg-faceid-vmss_1c2afe04_osdisk_1_c3370a66176b4f7f9d12f8d9834acb53,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_1c2afe04_osdisk_1_ed2570675196484787d116f1159706c3,swg-faceid-vmss_1c2afe04_osdisk_1_ed2570675196484787d116f1159706c3,swg_faceid,,1.80133632
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_1c2afe04_osdisk_2_7f8294d56c5f443f828aa071340f3bce,swg-faceid-vmss_1c2afe04_osdisk_2_7f8294d56c5f443f828aa071340f3bce,swg_faceid,,0.05298048
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_22e12a9b_osdisk_1_9c37e5e82d1d4a7e8819d16ad058b673,swg-faceid-vmss_22e12a9b_osdisk_1_9c37e5e82d1d4a7e8819d16ad058b673,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_a32df854_osdisk_1_a5ab717a1ea4449294bc16ab1b5c89ba,swg-faceid-vmss_a32df854_osdisk_1_a5ab717a1ea4449294bc16ab1b5c89ba,swg_faceid,,0.02649024
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/disks/swg-faceid-vmss_a85febd9_osdisk_1_35bced19ae7c447080c0c20ccbe87e5a,swg-faceid-vmss_a85febd9_osdisk_1_35bced19ae7c447080c0c20ccbe87e5a,swg_faceid,,0.07947072
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.0,1.0.0,swg_faceid,,6.94935648
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.1,1.0.1,swg_faceid,,0.81513815
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.3,1.0.3,swg_faceid,,0.7772849
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.4,1.0.4,swg_faceid,,0.78078215
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.5,1.0.5,swg_faceid,,0.7957079
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.6,1.0.6,swg_faceid,,0.51818905
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/faceid_image_gallery/images/faceid-app/versions/1.0.7,1.0.7,swg_faceid,,0.216739
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/galleries/myimagegallery/images/faceid-image/versions/1.0.0,1.0.0,swg_faceid,,0.07671035
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/prd-sss-app02-disk-build-image-1.0.5,prd-sss-app02-disk-build-image-1.0.5,swg_faceid,,0.0128514
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap-prd-sss-service01_osdisk_1-2025-05-17,snap-prd-sss-service01_osdisk_1-2025-05-17,swg_faceid,,0.09743455000000001
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_11_prd_sss_app02_osdisk,snap_2024_05_11_prd_sss_app02_osdisk,swg_faceid,,0.17421645
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_14_prd_sss_app02_osdisk,snap_2024_05_14_prd_sss_app02_osdisk,swg_faceid,,0.2805751
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_14_prd_sss_app02_osdisk_01,snap_2024_05_14_prd_sss_app02_osdisk_01,swg_faceid,,0.00750415
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_15_prd_sss_app02_osdisk,snap_2024_05_15_prd_sss_app02_osdisk,swg_faceid,,0.02572565
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_17_prd-sss-app02-disk-build-image-1.0.6,snap_2024_05_17_prd-sss-app02-disk-build-image-1.0.6,swg_faceid,,0.5226615
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.compute/snapshots/snap_2024_05_27_prd-sss-app02-disk-build-image-1.0.7,snap_2024_05_27_prd-sss-app02-disk-build-image-1.0.7,swg_faceid,,0.04934855
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/swg_faceid/providers/microsoft.storage/storageaccounts/faceidsharefile,faceidsharefile,swg_faceid,,2.6142908458
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/website_public/providers/microsoft.compute/disks/prd-webserena_datadisk_0,prd-webserena_datadisk_0,website_public,9.936427664,9.8214489
Storage,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/website_public/providers/microsoft.compute/disks/prd-webserena_osdisk_1_a1475de01cf64f259c9fcc00f29da50d,prd-webserena_osdisk_1_a1475de01cf64f259c9fcc00f29da50d,website_public,5.76578202,5.796657816
VPN Gateway,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-dev/providers/microsoft.network/virtualnetworkgateways/vnetgateway-vpn,vnetgateway-vpn,sap-dev,406.08,419.616
Virtual Machine Licenses,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/einv-prd/providers/microsoft.compute/virtualmachines/prdeinvproxy,prdeinvproxy,einv-prd,0.0,0.0
Virtual Machine Licenses,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.compute/virtualmachines/p-ftp-prd,p-ftp-prd,sap-prd,0.0,0.0
Virtual Machine Licenses,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.compute/virtualmachines/prdeinvapp1,prdeinvapp1,sap-prd,0.0,0.0
Virtual Machine Licenses,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.compute/virtualmachines/prdeinvapp2,prdeinvapp2,sap-prd,0.0,0.0
Virtual Machine Licenses,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/sap-prd/providers/microsoft.compute/virtualmachines/prdeinvsrv,prdeinvsrv,sap-prd,0.0,0.0
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/ecommerce-dev/providers/microsoft.compute/virtualmachines/dev-dockerbuild,dev-dockerbuild,ecommerce-dev,6.762,10.78
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/einv-prd/providers/microsoft.compute/virtualmachines/prdeinvdb,prdeinvdb,einv-prd,130.712593592,164.162547468
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/einv-prd/providers/microsoft.compute/virtualmachines/prdeinvproxy,prdeinvproxy,einv-prd,47.603528322,42.894631948
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/elearning-prod/providers/microsoft.compute/virtualmachines/elearning-prod-db,elearning-prod-db,elearning-prod,16.856,29.4849464
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/eoffice-dev/providers/microsoft.compute/virtualmachines/uat-eoffice01,uat-eoffice01,eoffice-dev,10.486,22.54
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/eoffice-dev/providers/microsoft.compute/virtualmachines/uat-eoffice02,uat-eoffice02,eoffice-dev,15.8727366,23.22436732
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/eoffice/providers/microsoft.compute/virtualmachines/prd-eofficeapi,prd-eofficeapi,eoffice,19.0791675,31.8
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/eoffice/providers/microsoft.compute/virtualmachines/prd-eofficeapp01,prd-eofficeapp01,eoffice,20.968737188,17.993
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-dev_dev-ecommerce_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool01-42483543-vmss,aks-agentpool01-42483543-vmss,mc_ecommerce-dev_dev-ecommerce_southeastasia,43.55000575,91.304184
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_ecommerce-prd_prd-ecommerce_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-15524406-vmss,aks-agentpool-15524406-vmss,mc_ecommerce-prd_prd-ecommerce_southeastasia,118.9083835,267.8752145
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-prod_elearning-prod_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-15882392-vmss,aks-agentpool-15882392-vmss,mc_elearning-prod_elearning-prod_southeastasia,106.80698364,146.941261936
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_elearning-staging_elearning-staging_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-34859355-vmss,aks-agentpool-34859355-vmss,mc_elearning-staging_elearning-staging_southeastasia,97.653748752,120.115372272
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/virtualmachines/mysgr-poc-ci-agent,mysgr-poc-ci-agent,mc_mysgr_dev_mysgr-dev_southeastasia,3.5376,6.1248
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_dev_mysgr-dev_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-46760169-vmss,aks-agentpool-46760169-vmss,mc_mysgr_dev_mysgr-dev_southeastasia,155.584824696,192.151958656
Virtual Machines,/subscriptions/1b1058cf-48a3-4ed2-a21d-3277393734ba/resourcegroups/mc_mysgr_prd_mysgr-prod-premium_southeastasia/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-34604095-vmss,aks-agentpool-34604095-vmss,mc_mysgr_prd_mysgr-prod-premium_southeastasia,1600.505160576,1593.444341328
